evaluation_id,run_id,step,candidate_id,cr,ci,model_id,driver,degree,channel,alpha,max_iter,score,pearson01,spearman01,mae01,gradient01,spectral01,autocorrelation01,entropy,anisotropy,quantization_index,compression_ratio,escaped_fraction,runtime_ms,accepted,is_best,seed,timestamp,metrics_json
1902,run_1789774700_1967,0,2143,-0.640286229966128,-0.1775577826217476,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.773082,0.771466,0.826606,0.686572,0.560457,0.799597,0.99487,0.235671,0.02244,0.36,0.067778,0.64,4.5,0,0,,2026-09-19T02:39:07,
1903,run_1789774700_1967,0,2144,-0.6593602561832632,0.6652110428562319,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.776178,0.771294,0.84386,0.614555,0.562412,0.876415,0.991788,0.122549,0.013526,0.375556,0.087778,1.0,3.9,0,0,,2026-09-19T02:39:07,
1904,run_1789774700_1967,0,2145,-0.6502372912813401,0.42707889370597885,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.813905,0.820704,0.851632,0.719746,0.609992,0.877721,0.999105,0.20683,0.021924,0.365556,0.081111,0.775556,4.4,0,0,,2026-09-19T02:39:07,
1905,run_1789774700_1967,0,2146,-0.2371220571064181,-0.7271293980780766,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.698867,0.605276,0.869547,0.610341,0.514179,0.791964,0.864288,0.02638,0.035945,0.451111,0.036667,0.991111,3.8,0,0,,2026-09-19T02:39:07,
1906,run_1789774700_1967,0,2147,0.29445800954808954,-0.3921066547770524,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.828533,0.892049,0.889853,0.600548,0.634374,0.913239,0.998794,0.0,0.076901,0.538889,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:07,
1907,run_1789774700_1967,0,2148,0.8202338867360419,1.1929380910462768,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.809345,0.847415,0.847346,0.598338,0.67232,0.868417,0.996856,0.0,0.013038,0.838889,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:07,
1908,run_1789774700_1967,0,2149,0.6708255590613508,0.9459034442292007,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.825878,0.874093,0.869383,0.598765,0.692806,0.890299,0.997778,0.0,0.022216,0.708889,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:07,
1909,run_1789774700_1967,0,2150,-0.4001580875738229,-0.0070593112719394835,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.833932,0.855753,0.870918,0.736863,0.639177,0.886991,0.999341,0.198297,0.015463,0.395556,0.058889,0.761111,4.3,0,0,,2026-09-19T02:39:07,
1910,run_1789774700_1967,0,2151,-0.28544326283475363,0.9640030193327476,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.793882,0.820526,0.856509,0.60271,0.577003,0.89265,0.996132,0.008058,0.065212,0.465556,0.001111,1.0,4.1,0,0,,2026-09-19T02:39:07,
1911,run_1789774700_1967,0,2152,0.29651716527525185,-0.3754150788224847,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.832528,0.896193,0.8904,0.600546,0.65318,0.913597,0.998812,0.0,0.072696,0.535556,0.001111,1.0,4.1,0,0,,2026-09-19T02:39:07,
1912,run_1789774700_1967,0,2153,-1.2052797668267483,0.7780606884031842,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.707796,0.671493,0.730457,0.611599,0.534017,0.725242,0.99817,0.023797,0.007664,0.316667,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:07,
1913,run_1789774700_1967,0,2154,-0.047233545912362285,-0.18899649750228953,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.704824,0.643779,0.889314,0.621438,0.523894,0.753466,0.837751,0.039942,0.11743,0.458889,0.027778,0.976667,3.9,0,0,,2026-09-19T02:39:07,
1914,run_1789774700_1967,0,2155,-1.1103129843996673,-0.7460458907333389,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.719876,0.694281,0.751559,0.612307,0.536305,0.744704,0.997162,0.020198,0.012426,0.328889,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:07,
1915,run_1789774700_1967,0,2156,0.3710717069284306,0.07756920567975012,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.844101,0.906612,0.893866,0.60034,0.708265,0.915161,0.998687,0.0,0.050851,0.548889,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:07,
1916,run_1789774700_1967,0,2157,-0.1911996183999809,-1.1247400047742577,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.800191,0.835893,0.851359,0.601369,0.599506,0.891248,0.997971,0.0,0.070286,0.505556,0.001111,1.0,4.2,0,0,,2026-09-19T02:39:07,
1917,run_1789774700_1967,0,2158,0.23968447709367657,-0.4212612959013772,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.822802,0.882531,0.889008,0.600822,0.614036,0.911817,0.998777,0.0,0.099249,0.528889,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:07,
1918,run_1789774700_1967,0,2159,0.13502859725309735,-0.4367362184622158,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.803157,0.839429,0.886916,0.601561,0.569106,0.901297,0.996451,0.005697,0.13863,0.505556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:07,
1919,run_1789774700_1967,0,2160,0.5789093613282508,1.1134555364041911,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.821121,0.866093,0.861454,0.598811,0.686009,0.886456,0.997922,0.0,0.024337,0.712222,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:07,
1920,run_1789774700_1967,0,2161,-1.0829553926712288,0.8881808158220765,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.740006,0.729365,0.764441,0.609119,0.562426,0.78378,0.997998,0.005697,0.010604,0.345556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:07,
1921,run_1789774700_1967,0,2162,0.5676789678659575,-0.07605712356287797,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.85171,0.90879,0.896424,0.599553,0.755319,0.913572,0.99855,0.0,0.026171,0.598889,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:07,
1922,run_1789774700_1967,0,2163,-0.5509692866037261,0.039237801134311745,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.777163,0.778498,0.833856,0.691438,0.559727,0.804143,0.994427,0.233268,0.029571,0.368889,0.067778,0.651111,4.5,0,0,,2026-09-19T02:39:07,
1923,run_1789774700_1967,0,2164,-0.8279007169433381,-0.08170230946505441,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.744881,0.720169,0.797359,0.694122,0.517184,0.761047,0.995877,0.403996,0.013288,0.327778,0.25,0.813333,4.6,0,0,,2026-09-19T02:39:07,
1924,run_1789774700_1967,0,2165,0.16638128487496018,0.24158468706305358,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.712183,0.58356,0.890843,0.602379,0.508522,0.802181,0.97136,0.006253,0.022212,0.503333,0.01,0.998889,3.9,0,0,,2026-09-19T02:39:07,
1925,run_1789774700_1967,0,2166,-1.253905572261634,-0.5205036171432461,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.664096,0.60539,0.692349,0.615729,0.466674,0.645735,0.997836,0.048598,0.010363,0.288889,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:07,
1926,run_1789774700_1967,0,2167,-0.5021771614125001,1.140144897427745,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.78812,0.81243,0.834942,0.602957,0.580122,0.883701,0.998363,0.003127,0.037455,0.455556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:07,
1927,run_1789774700_1967,0,2168,-0.7792368632647759,0.010633601016255767,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.736741,0.722273,0.797936,0.653924,0.508486,0.752275,0.9952,0.241729,0.017709,0.393333,0.072222,0.606667,4.5,0,0,,2026-09-19T02:39:07,
1928,run_1789774700_1967,0,2169,-0.42660983690866594,0.8325247916793217,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.777471,0.771197,0.857781,0.605362,0.550568,0.892067,0.992031,0.028244,0.045446,0.427778,0.023333,1.0,3.9,0,0,,2026-09-19T02:39:07,
1929,run_1789774700_1967,0,2170,-1.2963238520307465,-0.29180252702637943,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.644729,0.559254,0.674727,0.622943,0.466795,0.603011,0.998623,0.19135,0.023977,0.27,0.141111,1.0,4.0,0,0,,2026-09-19T02:39:07,
1930,run_1789774700_1967,0,2171,0.9142853529993595,-0.5210366105931772,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.821686,0.874522,0.869664,0.598536,0.669545,0.885573,0.997051,0.0,0.013544,0.754444,0.001111,1.0,4.1,0,0,,2026-09-19T02:39:07,
1931,run_1789774700_1967,0,2172,0.4037940506294917,0.8746852579934579,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.839199,0.889475,0.878408,0.599498,0.730568,0.904984,0.998747,0.0,0.03072,0.603333,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:07,
1932,run_1789774700_1967,0,2173,-1.2355261183532331,0.1914036279168223,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.623551,0.514641,0.682915,0.636398,0.431389,0.549972,0.998596,0.456732,0.013009,0.278889,0.45,0.998889,5.0,0,0,,2026-09-19T02:39:08,
1933,run_1789774700_1967,0,2174,-0.6391826140635174,-1.0474644269494766,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.782779,0.798979,0.829852,0.604598,0.575351,0.879227,0.997868,0.008058,0.037037,0.418889,0.001111,1.0,4.1,0,0,,2026-09-19T02:39:08,
1934,run_1789774700_1967,0,2175,0.7348021242207632,-0.8888367267092393,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.824024,0.87308,0.868335,0.59868,0.685451,0.88834,0.997556,0.0,0.019667,0.725556,0.001111,1.0,4.4,0,0,,2026-09-19T02:39:08,
1935,run_1789774700_1967,0,2176,0.8478847916517571,-0.06797052372866386,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.839149,0.895321,0.890315,0.598762,0.713915,0.901538,0.997596,0.0,0.019501,0.691111,0.001111,1.0,5.0,0,0,,2026-09-19T02:39:08,
1936,run_1789774700_1967,0,2177,-0.8052301509180344,1.115825799318315,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.779461,0.797147,0.807667,0.604733,0.600011,0.856822,0.998597,0.0,0.019087,0.405556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1937,run_1789774700_1967,0,2178,-1.453421131039222,-0.6546135547222117,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.641268,0.570218,0.654202,0.611499,0.452587,0.608039,0.998429,0.014444,0.00848,0.282222,0.001111,1.0,4.5,0,0,,2026-09-19T02:39:08,
1938,run_1789774700_1967,0,2179,-1.3853692688059358,0.1056378634454338,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.600296,0.484173,0.643215,0.639695,0.397249,0.515431,0.999428,0.322961,0.019481,0.257778,0.225556,1.0,4.2,0,0,,2026-09-19T02:39:08,
1939,run_1789774700_1967,0,2180,0.7813517428955117,0.5357537485083259,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.836298,0.890002,0.885094,0.598788,0.711163,0.899246,0.997693,0.0,0.02091,0.691111,0.001111,1.0,4.9,0,0,,2026-09-19T02:39:08,
1940,run_1789774700_1967,0,2181,-1.0973348878054952,-0.018701433962109215,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.654954,0.589273,0.724059,0.584555,0.451966,0.625597,0.998061,0.26407,0.006785,0.351111,0.11,0.648889,4.4,0,0,,2026-09-19T02:39:08,
1941,run_1789774700_1967,0,2182,0.5991030540444324,0.5429910280118975,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.844664,0.899319,0.890507,0.599255,0.735651,0.908412,0.998401,0.0,0.031455,0.627778,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:08,
1942,run_1789774700_1967,0,2183,0.5478894389196278,0.58586418555549,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.844703,0.899041,0.889007,0.599375,0.737342,0.908713,0.998515,0.0,0.031209,0.615556,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:08,
1943,run_1789774700_1967,0,2184,-1.3671512796649854,-0.5256934051069547,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.641591,0.570925,0.664561,0.614224,0.438675,0.610005,0.998264,0.033789,0.011561,0.278889,0.005556,1.0,3.9,0,0,,2026-09-19T02:39:08,
1944,run_1789774700_1967,0,2185,0.5728309954185438,-0.3710869477157551,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.84841,0.904284,0.892977,0.599436,0.747129,0.910914,0.998473,0.0,0.025344,0.61,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1945,run_1789774700_1967,0,2186,0.18650715638025694,-0.47934872732882317,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.812815,0.862984,0.88671,0.601086,0.586447,0.907932,0.998284,0.0,0.132435,0.517778,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1946,run_1789774700_1967,0,2187,-0.08819246325980945,0.8567722097806276,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.804589,0.843007,0.868765,0.601858,0.594354,0.896611,0.99733,0.0,0.091153,0.491111,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1947,run_1789774700_1967,0,2188,-0.12228434396690258,-0.1881793236386573,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.734599,0.683881,0.88819,0.635991,0.535884,0.789572,0.90789,0.064951,0.095247,0.441111,0.036667,0.958889,3.9,0,0,,2026-09-19T02:39:08,
1948,run_1789774700_1967,0,2189,0.7230673432483767,-0.34519520216033106,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.844051,0.89963,0.892949,0.599015,0.731049,0.906566,0.998044,0.0,0.025498,0.654444,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1949,run_1789774700_1967,0,2190,0.8505676060840495,0.49125407183379144,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.8335,0.887008,0.883196,0.598659,0.702943,0.896133,0.997385,0.0,0.017382,0.716667,0.001111,1.0,4.7,0,0,,2026-09-19T02:39:08,
1950,run_1789774700_1967,0,2191,-0.18254028675731315,-0.31803997906341563,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.73975,0.691472,0.885414,0.639407,0.538904,0.793901,0.921586,0.06991,0.043051,0.438889,0.045556,0.954444,4.1,0,0,,2026-09-19T02:39:08,
1951,run_1789774700_1967,0,2192,-1.4677151829341653,-1.1695284233522238,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.691625,0.651956,0.679252,0.605393,0.529646,0.712117,0.99783,0.0,0.011721,0.354444,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:08,
1952,run_1789774700_1967,0,2193,-1.3401564015703988,0.3620598980406047,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.644536,0.567196,0.667392,0.618784,0.46419,0.602878,0.998336,0.113431,0.007565,0.272222,0.036667,1.0,4.1,0,0,,2026-09-19T02:39:08,
1953,run_1789774700_1967,0,2194,-0.7378053185373512,1.0979207846764092,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.778047,0.792561,0.816566,0.604693,0.580384,0.866194,0.998206,0.003127,0.031526,0.414444,0.001111,1.0,4.7,0,0,,2026-09-19T02:39:08,
1954,run_1789774700_1967,0,2195,0.5127467322343153,-0.8258078013946277,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.838704,0.889706,0.881996,0.599258,0.72501,0.903759,0.99849,0.0,0.032669,0.636667,0.001111,1.0,5.1,0,0,,2026-09-19T02:39:08,
1955,run_1789774700_1967,0,2196,-1.3629808514727824,0.48369315050276773,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.642765,0.570997,0.662962,0.614964,0.449366,0.607918,0.998226,0.03536,0.00955,0.281111,0.005556,1.0,3.9,0,0,,2026-09-19T02:39:08,
1956,run_1789774700_1967,0,2197,0.5444217235683388,-0.6734324556599496,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.842741,0.896018,0.887041,0.599311,0.732928,0.90714,0.998486,0.0,0.031622,0.625556,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:08,
1957,run_1789774700_1967,0,2198,0.24167761782759967,0.26468091369889835,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.709602,0.576013,0.891218,0.601804,0.507573,0.797293,0.972768,0.003127,0.02352,0.517778,0.005556,0.998889,4.0,0,0,,2026-09-19T02:39:08,
1958,run_1789774700_1967,0,2199,0.5520503392169536,-0.6262785344967754,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.843412,0.897288,0.887929,0.599332,0.733907,0.907627,0.998475,0.0,0.031294,0.622222,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:08,
1959,run_1789774700_1967,0,2200,-1.0552415242916764,0.3485644015471856,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.713175,0.680953,0.754875,0.626397,0.514257,0.726343,0.997705,0.222331,0.009605,0.302222,0.134444,1.0,4.2,0,0,,2026-09-19T02:39:08,
1960,run_1789774700_1967,0,2201,-0.5305760812883842,-1.0232195929943642,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.788674,0.809659,0.839949,0.604046,0.579278,0.887177,0.997948,0.008058,0.03876,0.432222,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:08,
1961,run_1789774700_1967,0,2202,-1.0220395152072201,-0.040534864269123894,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.676108,0.624433,0.743428,0.601903,0.463626,0.660255,0.997449,0.273371,0.00971,0.367778,0.123333,0.632222,4.9,0,0,,2026-09-19T02:39:08,
1962,run_1789774700_1967,0,2203,0.606914190510202,-0.3590012569023472,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.848135,0.904299,0.894551,0.59934,0.74355,0.911195,0.998434,0.0,0.029974,0.616667,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1963,run_1789774700_1967,0,2204,-0.07360953279370008,0.896542756149995,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.807531,0.848561,0.867189,0.601584,0.604061,0.898605,0.997829,0.0,0.091216,0.498889,0.001111,1.0,4.2,0,0,,2026-09-19T02:39:08,
1964,run_1789774700_1967,0,2205,-0.8476059796964319,1.148863258993803,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.772774,0.786083,0.800403,0.604658,0.588172,0.849848,0.998607,0.0,0.022357,0.401111,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1965,run_1789774700_1967,0,2206,-0.0672565099045026,0.5823610154132441,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.69032,0.60071,0.879548,0.608867,0.512415,0.760861,0.839261,0.024466,0.007487,0.473333,0.027778,0.992222,4.6,0,0,,2026-09-19T02:39:08,
1966,run_1789774700_1967,0,2207,-0.7354594052455835,-0.42604382315133493,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.784722,0.778394,0.831178,0.693774,0.58182,0.829114,0.998271,0.397118,0.011652,0.347778,0.376667,1.0,4.1,0,0,,2026-09-19T02:39:08,
1967,run_1789774700_1967,0,2208,-0.26736067125554164,0.6353490403905631,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.716798,0.632955,0.873374,0.618166,0.520141,0.806336,0.905714,0.045564,0.074832,0.436667,0.05,0.982222,3.9,0,0,,2026-09-19T02:39:08,
1968,run_1789774700_1967,0,2209,0.5480159759788075,0.7363995934571752,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.840612,0.893047,0.884982,0.599246,0.727604,0.905398,0.99844,0.0,0.032282,0.633333,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:08,
1969,run_1789774700_1967,0,2210,0.5776199892641642,-0.42730830940424114,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.84766,0.903451,0.892849,0.599388,0.743762,0.910849,0.998467,0.0,0.027786,0.611111,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:08,
1970,run_1789774700_1967,0,2211,-1.062283930798744,-0.8285562949612977,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.740782,0.728194,0.770131,0.610256,0.561571,0.785042,0.997893,0.012404,0.016777,0.337778,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1971,run_1789774700_1967,0,2212,0.6529913749824794,-1.0772855879714085,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.817412,0.863301,0.857956,0.598695,0.67341,0.882824,0.99769,0.0,0.021465,0.731111,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:08,
1972,run_1789774700_1967,0,2213,0.4305021008548726,-0.04962973984323216,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.848626,0.908752,0.894126,0.600072,0.735412,0.914692,0.99862,0.0,0.038865,0.564444,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:08,
1973,run_1789774700_1967,0,2214,0.9909732626972869,-0.9926473221377341,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.815824,0.857103,0.858412,0.598194,0.683171,0.874089,0.996456,0.0,0.012099,0.862222,0.001111,1.0,4.1,0,0,,2026-09-19T02:39:08,
1974,run_1789774700_1967,0,2215,-0.9699910683971169,-0.553373874025129,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.732148,0.713143,0.777968,0.619116,0.531399,0.766278,0.997651,0.130551,0.011488,0.326667,0.036667,1.0,4.1,0,0,,2026-09-19T02:39:08,
1975,run_1789774700_1967,0,2216,-0.27603185281473985,1.121252401824598,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.778113,0.782557,0.848021,0.601928,0.55083,0.886065,0.996316,0.003127,0.042055,0.491111,0.005556,1.0,3.9,0,0,,2026-09-19T02:39:08,
1976,run_1789774700_1967,0,2217,-0.2731130512779829,-0.48902365172129103,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.74262,0.695285,0.879112,0.641581,0.538553,0.799744,0.933003,0.070415,0.092793,0.43,0.041111,0.951111,4.1,0,0,,2026-09-19T02:39:08,
1977,run_1789774700_1967,0,2218,-0.6719620511797456,1.173025439698477,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.786609,0.809851,0.819595,0.603564,0.600005,0.872426,0.998719,0.0,0.027378,0.433333,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1978,run_1789774700_1967,0,2219,-1.4897361669385778,-0.048314979723215634,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.586665,0.467907,0.618955,0.628746,0.387839,0.496602,0.999115,0.299607,0.010605,0.244444,0.203333,1.0,3.9,0,0,,2026-09-19T02:39:08,
1979,run_1789774700_1967,0,2220,0.7999943673249499,-0.8804224776093994,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.812256,0.861627,0.855446,0.598583,0.649631,0.878024,0.997309,0.0,0.016422,0.763333,0.001111,1.0,3.8,0,0,,2026-09-19T02:39:08,
1980,run_1789774700_1967,0,2221,-0.11463218856448654,-0.6107373103241691,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.691045,0.609374,0.877319,0.611048,0.51465,0.75991,0.828418,0.028244,0.125881,0.463333,0.023333,0.99,3.9,0,0,,2026-09-19T02:39:08,
1981,run_1789774700_1967,0,2222,0.3809327091025929,-1.0590594105584288,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.832368,0.878785,0.871336,0.599334,0.716206,0.898921,0.998683,0.0,0.035888,0.631111,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1982,run_1789774700_1967,0,2223,0.17324072324790896,-1.0581784557918026,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.828234,0.877365,0.86652,0.599951,0.691396,0.902342,0.999072,0.0,0.051355,0.573333,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1983,run_1789774700_1967,0,2224,0.3978924402436905,-0.17012430599268713,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.848222,0.908654,0.894303,0.600182,0.731842,0.915364,0.998698,0.0,0.042168,0.55,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:08,
1984,run_1789774700_1967,0,2225,-0.9194206157489115,1.0498351265535726,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.769491,0.780859,0.794169,0.606011,0.589422,0.84054,0.998367,0.0,0.012908,0.378889,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1985,run_1789774700_1967,0,2226,0.5662330065721752,-0.5278278303788981,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.845618,0.900384,0.890857,0.599367,0.73886,0.909241,0.998484,0.0,0.030914,0.62,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1986,run_1789774700_1967,0,2227,0.703786842439635,-0.03330356310898441,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.847639,0.904401,0.896698,0.599139,0.739727,0.909858,0.998169,0.0,0.027465,0.641111,0.001111,1.0,4.2,0,0,,2026-09-19T02:39:08,
1987,run_1789774700_1967,0,2228,-0.2193383717564299,-0.9102495413905917,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.79205,0.814205,0.862081,0.602584,0.570924,0.89202,0.995716,0.010281,0.063015,0.475556,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1988,run_1789774700_1967,0,2229,0.7246757015985055,0.909993777970161,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.823799,0.872609,0.867993,0.598684,0.685014,0.888367,0.997585,0.0,0.019975,0.724444,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1989,run_1789774700_1967,0,2230,-0.9341103675384965,-0.8955493886283559,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.764133,0.769254,0.798124,0.608416,0.570041,0.837161,0.998389,0.014444,0.017214,0.361111,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:08,
1990,run_1789774700_1967,0,2231,-0.039684780552498466,-0.21764823012696,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.703863,0.6415,0.888984,0.620605,0.523375,0.753085,0.837207,0.038436,0.108025,0.461111,0.027778,0.977778,4.3,0,0,,2026-09-19T02:39:08,
1991,run_1789774700_1967,0,2232,0.9058058255746042,-1.1934591839381787,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.813029,0.851255,0.853221,0.59819,0.681551,0.871842,0.996634,0.0,0.011095,0.862222,0.001111,1.0,4.2,0,0,,2026-09-19T02:39:08,
1992,run_1789774700_1967,0,2233,0.6051320882802966,0.11201192943570737,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.849815,0.906811,0.89574,0.599425,0.74863,0.91186,0.998426,0.0,0.02473,0.614444,0.001111,1.0,4.0,0,0,,2026-09-19T02:39:08,
1993,run_1789774700_1967,0,2234,-0.5922930820439946,0.3085552348403604,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.796568,0.800829,0.844113,0.708341,0.589197,0.837273,0.996812,0.226236,0.013994,0.364444,0.076667,0.705556,4.7,0,0,,2026-09-19T02:39:09,
1994,run_1789774700_1967,0,2235,0.37743938134736466,0.3030274444044132,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.845966,0.906314,0.892599,0.600208,0.723367,0.914379,0.998699,0.0,0.044023,0.56,0.001111,1.0,3.9,0,0,,2026-09-19T02:39:09,
1995,run_1789774700_1967,0,2236,-0.013020408752766777,-0.19748715834602426,V1_INV_PI,V1_INV_PI,2,0,1.0,200,0.701886,0.639661,0.888502,0.620178,0.522478,0.753791,0.828186,0.038436,0.1248,0.464444,0.027778,0.977778,4.0,0,0,,2026-09-19T02:39:09,
