evaluation_id,run_id,step,candidate_id,cr,ci,model_id,driver,degree,channel,alpha,max_iter,score,pearson01,spearman01,mae01,gradient01,spectral01,autocorrelation01,entropy,anisotropy,quantization_index,compression_ratio,escaped_fraction,runtime_ms,accepted,is_best,seed,timestamp,metrics_json
323,run_1789774700_1967,68,443,0.9718682720163547,0.008131727983645295,V1_INV_PI,V1,2,0,1.0,200,0.82848,0.889579,0.89082,0.602788,0.634837,0.912882,0.999244,0.0,0.031035,0.456667,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:48,
324,run_1789774700_1967,68,444,0.9718682720163547,-0.008131727983645295,V1_INV_PI,V1,2,0,1.0,200,0.82848,0.889579,0.89082,0.602788,0.634837,0.912882,0.999244,0.0,0.031035,0.456667,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
325,run_1789774700_1967,68,445,0.990121577397414,0.00616986971109466,V1_INV_PI,V1,2,0,1.0,200,0.82935,0.890487,0.889445,0.602645,0.641764,0.911732,0.999268,0.0,0.034579,0.471111,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
326,run_1789774700_1967,69,446,0.993225,0.0115,V1_INV_PI,V1,2,0,1.0,200,0.82916,0.890316,0.889454,0.602629,0.640825,0.911691,0.999271,0.0,0.035161,0.472222,0.001111,1.0,4.3,0,0,,2026-09-19T02:38:48,
327,run_1789774700_1967,69,447,0.9667749999999999,0.0115,V1_INV_PI,V1,2,0,1.0,200,0.824368,0.883876,0.891405,0.602852,0.615926,0.913292,0.999181,0.0,0.030935,0.455556,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
328,run_1789774700_1967,69,448,0.98,0.024724999999999997,V1_INV_PI,V1,2,0,1.0,200,0.829816,0.89106,0.890733,0.602717,0.641554,0.912722,0.999282,0.0,0.033226,0.461111,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
329,run_1789774700_1967,69,449,0.98,-0.001724999999999999,V1_INV_PI,V1,2,0,1.0,200,0.829968,0.891314,0.890793,0.602714,0.641909,0.912903,0.999278,0.0,0.03166,0.46,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
330,run_1789774700_1967,69,450,0.989351487181192,0.02085148718119209,V1_INV_PI,V1,2,0,1.0,200,0.828755,0.88987,0.889632,0.602653,0.638471,0.911895,0.999266,0.0,0.034766,0.471111,0.001111,1.0,4.1,0,0,,2026-09-19T02:38:48,
331,run_1789774700_1967,69,451,0.989351487181192,0.0021485128188079104,V1_INV_PI,V1,2,0,1.0,200,0.829379,0.890583,0.889411,0.602647,0.641714,0.911846,0.999269,0.0,0.033729,0.471111,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
332,run_1789774700_1967,69,452,0.9706485128188079,0.02085148718119209,V1_INV_PI,V1,2,0,1.0,200,0.829492,0.890705,0.890808,0.602795,0.639736,0.912833,0.999266,0.0,0.032004,0.456667,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
333,run_1789774700_1967,69,453,0.9706485128188079,0.0021485128188079104,V1_INV_PI,V1,2,0,1.0,200,0.827785,0.888803,0.890745,0.6028,0.631563,0.912883,0.999239,0.0,0.030216,0.455556,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
334,run_1789774700_1967,69,454,0.9761394107546391,0.020801938291280353,V1_INV_PI,V1,2,0,1.0,200,0.829943,0.891219,0.891033,0.602748,0.641573,0.912959,0.999275,0.0,0.032672,0.458889,0.001111,1.0,4.0,0,0,,2026-09-19T02:38:48,
335,run_1789774700_1967,70,455,0.9866125,0.0115,V1_INV_PI,V1,2,0,1.0,200,0.829743,0.891146,0.889998,0.602662,0.642059,0.912378,0.999279,0.0,0.034073,0.466667,0.001111,1.0,4.8,0,0,,2026-09-19T02:38:48,
336,run_1789774700_1967,70,456,0.9733875,0.0115,V1_INV_PI,V1,2,0,1.0,200,0.829266,0.890502,0.890913,0.602769,0.63845,0.912882,0.999258,0.0,0.031512,0.456667,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:48,
337,run_1789774700_1967,70,457,0.98,0.0181125,V1_INV_PI,V1,2,0,1.0,200,0.830251,0.891645,0.890793,0.602712,0.643331,0.912809,0.999287,0.0,0.033053,0.458889,0.001111,1.0,4.5,0,1,,2026-09-19T02:38:48,
338,run_1789774700_1967,70,458,0.98,0.0048875,V1_INV_PI,V1,2,0,1.0,200,0.82998,0.891367,0.890802,0.602714,0.64193,0.912867,0.99928,0.0,0.032291,0.458889,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
339,run_1789774700_1967,70,459,0.9846757435905961,0.016175743590596044,V1_INV_PI,V1,2,0,1.0,200,0.83016,0.891482,0.890614,0.602674,0.643329,0.9127,0.99928,0.0,0.033844,0.464444,0.001111,1.0,5.2,0,0,,2026-09-19T02:38:48,
340,run_1789774700_1967,70,460,0.9846757435905961,0.006824256409403955,V1_INV_PI,V1,2,0,1.0,200,0.830368,0.891716,0.890808,0.602673,0.644019,0.912808,0.999282,0.0,0.033632,0.463333,0.001111,1.0,3.8,0,1,,2026-09-19T02:38:48,
341,run_1789774700_1967,70,461,0.9753242564094039,0.016175743590596044,V1_INV_PI,V1,2,0,1.0,200,0.829866,0.891207,0.891015,0.602752,0.641099,0.912959,0.999273,0.0,0.032106,0.457778,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
342,run_1789774700_1967,70,462,0.9753242564094039,0.006824256409403955,V1_INV_PI,V1,2,0,1.0,200,0.829555,0.890842,0.890905,0.602751,0.639798,0.912913,0.999264,0.0,0.031628,0.456667,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
343,run_1789774700_1967,70,463,0.9838299509439616,0.00824168701160263,V1_INV_PI,V1,2,0,1.0,200,0.830392,0.89178,0.890849,0.602679,0.643975,0.912859,0.999284,0.0,0.033442,0.462222,0.001111,1.0,3.7,0,1,,2026-09-19T02:38:48,
344,run_1789774700_1967,71,464,0.9914343259439616,0.00824168701160263,V1_INV_PI,V1,2,0,1.0,200,0.829393,0.890532,0.889745,0.602638,0.641604,0.911818,0.999265,0.0,0.0348,0.471111,0.001111,1.0,4.1,0,0,,2026-09-19T02:38:48,
345,run_1789774700_1967,71,465,0.9762255759439616,0.00824168701160263,V1_INV_PI,V1,2,0,1.0,200,0.829738,0.891093,0.891013,0.602747,0.640344,0.913059,0.999272,0.0,0.031715,0.458889,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
346,run_1789774700_1967,71,466,0.9838299509439616,0.01584606201160263,V1_INV_PI,V1,2,0,1.0,200,0.830247,0.891598,0.8907,0.602681,0.64354,0.912781,0.999283,0.0,0.03367,0.462222,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
347,run_1789774700_1967,71,467,0.9838299509439616,0.0006373120116026304,V1_INV_PI,V1,2,0,1.0,200,0.83038,0.89176,0.890862,0.602677,0.64389,0.912887,0.999282,0.0,0.032711,0.462222,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
348,run_1789774700_1967,71,468,0.9892070560731471,0.01361879214078808,V1_INV_PI,V1,2,0,1.0,200,0.829315,0.890503,0.889533,0.602651,0.641283,0.911857,0.999268,0.0,0.034568,0.472222,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:48,
349,run_1789774700_1967,71,469,0.9892070560731471,0.002864581882417178,V1_INV_PI,V1,2,0,1.0,200,0.82943,0.890679,0.889499,0.602647,0.641702,0.911949,0.999269,0.0,0.033722,0.471111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
350,run_1789774700_1967,71,470,0.9784528458147762,0.01361879214078808,V1_INV_PI,V1,2,0,1.0,200,0.82995,0.891277,0.890683,0.602726,0.642088,0.912763,0.999276,0.0,0.032358,0.458889,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
351,run_1789774700_1967,71,471,0.9784528458147762,0.002864581882417178,V1_INV_PI,V1,2,0,1.0,200,0.829786,0.891116,0.890751,0.602728,0.641084,0.912877,0.999276,0.0,0.031345,0.458889,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
352,run_1789774700_1967,71,472,0.9827855161143202,0.0028494924195221344,V1_INV_PI,V1,2,0,1.0,200,0.830409,0.891791,0.890897,0.602686,0.643991,0.912885,0.999284,0.0,0.032564,0.461111,0.001111,1.0,3.7,0,1,,2026-09-19T02:38:48,
353,run_1789774700_1967,72,473,0.9915305473643202,0.0028494924195221344,V1_INV_PI,V1,2,0,1.0,200,0.829371,0.890526,0.889638,0.602634,0.641573,0.911819,0.999264,0.0,0.034067,0.471111,0.001111,1.0,4.0,0,0,,2026-09-19T02:38:48,
354,run_1789774700_1967,72,474,0.9740404848643202,0.0028494924195221344,V1_INV_PI,V1,2,0,1.0,200,0.829194,0.890434,0.890923,0.602764,0.637991,0.912968,0.999258,0.0,0.03066,0.457778,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
355,run_1789774700_1967,72,475,0.9827855161143202,0.011594523669522133,V1_INV_PI,V1,2,0,1.0,200,0.830353,0.89173,0.89084,0.602688,0.643829,0.91283,0.999284,0.0,0.033323,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
356,run_1789774700_1967,72,476,0.9827855161143202,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.830423,0.891797,0.890895,0.602688,0.644077,0.912879,0.999284,0.0,0.033224,0.461111,0.001111,1.0,3.7,0,1,,2026-09-19T02:38:48,
357,run_1789774700_1967,72,477,0.9889691870128835,0.009033163318085402,V1_INV_PI,V1,2,0,1.0,200,0.829445,0.890703,0.889546,0.602651,0.641683,0.911977,0.999271,0.0,0.034482,0.471111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
358,run_1789774700_1967,72,478,0.9889691870128835,-0.003334178479041134,V1_INV_PI,V1,2,0,1.0,200,0.829436,0.890712,0.889459,0.602648,0.64169,0.911985,0.99927,0.0,0.033694,0.471111,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:48,
359,run_1789774700_1967,72,479,0.9766018452157569,0.009033163318085402,V1_INV_PI,V1,2,0,1.0,200,0.829713,0.89105,0.890816,0.602743,0.640605,0.912898,0.999273,0.0,0.031804,0.457778,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
360,run_1789774700_1967,72,480,0.9766018452157569,-0.003334178479041134,V1_INV_PI,V1,2,0,1.0,200,0.829589,0.890899,0.891003,0.60274,0.639745,0.913007,0.999268,0.0,0.031019,0.457778,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
361,run_1789774700_1967,72,481,0.9885214809688883,0.011289680116792237,V1_INV_PI,V1,2,0,1.0,200,0.829445,0.890733,0.889544,0.602653,0.641566,0.912044,0.999272,0.0,0.034463,0.471111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
362,run_1789774700_1967,73,482,0.9928423020518202,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.829191,0.890318,0.889487,0.60263,0.641054,0.911644,0.999262,0.0,0.034869,0.471111,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:48,
363,run_1789774700_1967,73,483,0.9727287301768202,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.828833,0.890027,0.890829,0.602779,0.636391,0.912923,0.999253,0.0,0.031121,0.456667,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
364,run_1789774700_1967,73,484,0.9827855161143202,0.004161247107022134,V1_INV_PI,V1,2,0,1.0,200,0.830403,0.891787,0.890872,0.602686,0.643981,0.912885,0.999284,0.0,0.032572,0.461111,0.001111,1.0,3.6,0,0,,2026-09-19T02:38:48,
365,run_1789774700_1967,73,485,0.9827855161143202,-0.015952324767977862,V1_INV_PI,V1,2,0,1.0,200,0.830292,0.891663,0.890776,0.602689,0.643593,0.912832,0.999283,0.0,0.033459,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
366,run_1789774700_1967,73,486,0.989896737647668,0.0012156827028698943,V1_INV_PI,V1,2,0,1.0,200,0.82933,0.890489,0.889363,0.602644,0.641686,0.911756,0.999267,0.0,0.033817,0.471111,0.001111,1.0,3.6,0,0,,2026-09-19T02:38:48,
367,run_1789774700_1967,73,487,0.989896737647668,-0.013006760363825622,V1_INV_PI,V1,2,0,1.0,200,0.82928,0.890386,0.889588,0.602649,0.641326,0.91173,0.999265,0.0,0.034631,0.472222,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
368,run_1789774700_1967,73,488,0.9756742945809724,0.0012156827028698943,V1_INV_PI,V1,2,0,1.0,200,0.829607,0.890899,0.890923,0.60275,0.639932,0.91301,0.999267,0.0,0.031,0.457778,0.001111,1.0,4.2,0,0,,2026-09-19T02:38:48,
369,run_1789774700_1967,73,489,0.9756742945809724,-0.013006760363825622,V1_INV_PI,V1,2,0,1.0,200,0.829702,0.891019,0.891003,0.602749,0.640339,0.912961,0.999266,0.0,0.031923,0.457778,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
370,run_1789774700_1967,73,490,0.9846769821940435,-0.010175155296651622,V1_INV_PI,V1,2,0,1.0,200,0.830348,0.891706,0.890819,0.602673,0.643893,0.912812,0.999283,0.0,0.033662,0.463333,0.001111,1.0,4.5,0,0,,2026-09-19T02:38:48,
371,run_1789774700_1967,74,491,0.9878139090830702,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.829545,0.89092,0.889474,0.602657,0.641878,0.912151,0.999275,0.0,0.034211,0.471111,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:48,
372,run_1789774700_1967,74,492,0.9777571231455702,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.829707,0.891033,0.890711,0.602735,0.640792,0.912816,0.999273,0.0,0.031883,0.458889,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
373,run_1789774700_1967,74,493,0.9827855161143202,-0.000867145861727865,V1_INV_PI,V1,2,0,1.0,200,0.830371,0.891756,0.890857,0.602685,0.64384,0.91288,0.999283,0.0,0.0325,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
374,run_1789774700_1967,74,494,0.9827855161143202,-0.010923931799227862,V1_INV_PI,V1,2,0,1.0,200,0.830358,0.891738,0.890833,0.602688,0.643856,0.91283,0.999284,0.0,0.033303,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
375,run_1789774700_1967,74,495,0.9863411268809941,-0.002339928063803985,V1_INV_PI,V1,2,0,1.0,200,0.829706,0.891077,0.88973,0.602664,0.642275,0.912299,0.999277,0.0,0.0332,0.468889,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
376,run_1789774700_1967,74,496,0.9863411268809941,-0.009451149597151744,V1_INV_PI,V1,2,0,1.0,200,0.829772,0.891165,0.889941,0.602665,0.642276,0.912379,0.999278,0.0,0.034001,0.466667,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
377,run_1789774700_1967,74,497,0.9792299053476463,-0.002339928063803985,V1_INV_PI,V1,2,0,1.0,200,0.829878,0.891219,0.890759,0.602721,0.641518,0.91288,0.999277,0.0,0.031503,0.458889,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
378,run_1789774700_1967,74,498,0.9792299053476463,-0.009451149597151744,V1_INV_PI,V1,2,0,1.0,200,0.829991,0.891371,0.890792,0.602721,0.642,0.912863,0.999279,0.0,0.032285,0.458889,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
379,run_1789774700_1967,74,499,0.9804362698935084,-0.007149623236750576,V1_INV_PI,V1,2,0,1.0,200,0.830043,0.891423,0.8908,0.602711,0.64226,0.912866,0.99928,0.0,0.03245,0.46,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
380,run_1789774700_1967,75,500,0.9852997125986952,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.829988,0.891379,0.890225,0.602671,0.642917,0.912524,0.999281,0.0,0.03371,0.464444,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
381,run_1789774700_1967,75,501,0.9802713196299452,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.830013,0.891403,0.890793,0.602711,0.6421,0.912867,0.99928,0.0,0.032377,0.458889,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
382,run_1789774700_1967,75,502,0.9827855161143202,-0.0033813423461028645,V1_INV_PI,V1,2,0,1.0,200,0.830409,0.89179,0.890905,0.602686,0.643987,0.912885,0.999284,0.0,0.032567,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
383,run_1789774700_1967,75,503,0.9827855161143202,-0.008409735314852864,V1_INV_PI,V1,2,0,1.0,200,0.830385,0.891771,0.890831,0.602689,0.643959,0.912852,0.999284,0.0,0.033237,0.462222,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
384,run_1789774700_1967,75,504,0.9845633214976571,-0.004117733447140924,V1_INV_PI,V1,2,0,1.0,200,0.830399,0.891764,0.890852,0.602672,0.644041,0.912871,0.999283,0.0,0.032934,0.463333,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:48,
385,run_1789774700_1967,75,505,0.9845633214976571,-0.007673344213814804,V1_INV_PI,V1,2,0,1.0,200,0.830363,0.891708,0.89081,0.602674,0.643997,0.912807,0.999282,0.0,0.033628,0.463333,0.001111,1.0,5.0,0,0,,2026-09-19T02:38:48,
386,run_1789774700_1967,75,506,0.9810077107309833,-0.004117733447140924,V1_INV_PI,V1,2,0,1.0,200,0.830066,0.891422,0.890847,0.602704,0.642336,0.912902,0.999279,0.0,0.031897,0.46,0.001111,1.0,4.0,0,0,,2026-09-19T02:38:48,
387,run_1789774700_1967,75,507,0.9810077107309833,-0.007673344213814804,V1_INV_PI,V1,2,0,1.0,200,0.830249,0.891645,0.890809,0.602703,0.643267,0.912854,0.999283,0.0,0.032774,0.46,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:48,
388,run_1789774700_1967,75,508,0.982115460757461,-0.008245128297410748,V1_INV_PI,V1,2,0,1.0,200,0.830393,0.891792,0.890862,0.602693,0.643919,0.912873,0.999284,0.0,0.033102,0.461111,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
389,run_1789774700_1967,76,509,0.9840426143565076,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.830405,0.891775,0.890884,0.602678,0.644043,0.912857,0.999283,0.0,0.033483,0.462222,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:48,
390,run_1789774700_1967,76,510,0.9815284178721327,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.830279,0.891645,0.890843,0.6027,0.643411,0.91288,0.999282,0.0,0.032861,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
391,run_1789774700_1967,76,511,0.9827855161143202,-0.004638440588290364,V1_INV_PI,V1,2,0,1.0,200,0.830422,0.891804,0.89086,0.602688,0.644096,0.91288,0.999284,0.0,0.033199,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
392,run_1789774700_1967,76,512,0.9827855161143202,-0.007152637072665364,V1_INV_PI,V1,2,0,1.0,200,0.83041,0.89181,0.890891,0.602687,0.643972,0.912879,0.999284,0.0,0.03321,0.461111,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:48,
393,run_1789774700_1967,76,513,0.9836744188059887,-0.005006636138809395,V1_INV_PI,V1,2,0,1.0,200,0.830405,0.891778,0.890855,0.602681,0.64406,0.912855,0.999283,0.0,0.03339,0.462222,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
394,run_1789774700_1967,76,514,0.9836744188059887,-0.0067844415221463335,V1_INV_PI,V1,2,0,1.0,200,0.830399,0.891766,0.890878,0.602681,0.644022,0.912854,0.999283,0.0,0.033427,0.462222,0.001111,1.0,4.1,0,0,,2026-09-19T02:38:48,
395,run_1789774700_1967,76,515,0.9818966134226517,-0.005006636138809395,V1_INV_PI,V1,2,0,1.0,200,0.830405,0.891785,0.890829,0.602696,0.644042,0.912874,0.999284,0.0,0.033031,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
396,run_1789774700_1967,76,516,0.9818966134226517,-0.0067844415221463335,V1_INV_PI,V1,2,0,1.0,200,0.830395,0.891798,0.890854,0.602695,0.643933,0.912873,0.999284,0.0,0.033027,0.461111,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
397,run_1789774700_1967,76,517,0.9820735786647052,-0.005357090005700844,V1_INV_PI,V1,2,0,1.0,200,0.83041,0.891787,0.890855,0.602694,0.64405,0.912875,0.999284,0.0,0.033072,0.461111,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
398,run_1789774700_1967,77,518,0.983414065235414,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.830402,0.89177,0.890869,0.602683,0.64404,0.912852,0.999283,0.0,0.033355,0.462222,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:48,
399,run_1789774700_1967,77,519,0.9821569669932264,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.830412,0.891786,0.890869,0.602694,0.644047,0.912875,0.999284,0.0,0.033099,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
400,run_1789774700_1967,77,520,0.9827855161143202,-0.0052669897093841145,V1_INV_PI,V1,2,0,1.0,200,0.830421,0.891801,0.890868,0.602688,0.644087,0.91288,0.999284,0.0,0.033211,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
401,run_1789774700_1967,77,521,0.9827855161143202,-0.006524087951571614,V1_INV_PI,V1,2,0,1.0,200,0.830421,0.891793,0.890903,0.602688,0.644066,0.912879,0.999284,0.0,0.033237,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
402,run_1789774700_1967,77,522,0.9832299674601545,-0.005451087484643629,V1_INV_PI,V1,2,0,1.0,200,0.830416,0.891801,0.890897,0.602684,0.644029,0.912877,0.999284,0.0,0.03331,0.461111,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
403,run_1789774700_1967,77,523,0.9832299674601545,-0.006339990176312099,V1_INV_PI,V1,2,0,1.0,200,0.830409,0.89177,0.890852,0.602685,0.644098,0.912856,0.999283,0.0,0.03332,0.462222,0.001111,1.0,4.5,0,0,,2026-09-19T02:38:48,
404,run_1789774700_1967,77,524,0.9823410647684859,-0.005451087484643629,V1_INV_PI,V1,2,0,1.0,200,0.830415,0.891792,0.890861,0.602692,0.644064,0.912877,0.999284,0.0,0.033126,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
405,run_1789774700_1967,77,525,0.9823410647684859,-0.006339990176312099,V1_INV_PI,V1,2,0,1.0,200,0.830414,0.891787,0.890881,0.602692,0.64405,0.912876,0.999284,0.0,0.033145,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:48,
406,run_1789774700_1967,77,526,0.9822478856175387,-0.0065224521570911,V1_INV_PI,V1,2,0,1.0,200,0.830412,0.891784,0.890877,0.602693,0.644042,0.912875,0.999284,0.0,0.03313,0.461111,0.001111,1.0,3.8,0,0,,2026-09-19T02:38:48,
407,run_1789774700_1967,78,527,0.9830997906748671,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.830428,0.891801,0.890911,0.602685,0.644087,0.912882,0.999284,0.0,0.033286,0.461111,0.001111,1.0,3.9,0,1,,2026-09-19T02:38:49,
408,run_1789774700_1967,78,528,0.9824712415537733,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.830417,0.891792,0.890876,0.602691,0.644064,0.912877,0.999284,0.0,0.033161,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:49,
409,run_1789774700_1967,78,529,0.9827855161143202,-0.005581264269930989,V1_INV_PI,V1,2,0,1.0,200,0.830423,0.891799,0.890889,0.602688,0.644082,0.91288,0.999284,0.0,0.033217,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:49,
410,run_1789774700_1967,78,530,0.9827855161143202,-0.006209813391024739,V1_INV_PI,V1,2,0,1.0,200,0.83042,0.891795,0.890889,0.602688,0.644072,0.912879,0.999284,0.0,0.03323,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:49,
411,run_1789774700_1967,78,531,0.9830077417872373,-0.005673313157560747,V1_INV_PI,V1,2,0,1.0,200,0.830425,0.891801,0.890894,0.602686,0.644088,0.912881,0.999284,0.0,0.033263,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:49,
412,run_1789774700_1967,78,532,0.9830077417872373,-0.0061177645033949814,V1_INV_PI,V1,2,0,1.0,200,0.830426,0.891799,0.89091,0.602686,0.644081,0.912881,0.999284,0.0,0.033272,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:49,
413,run_1789774700_1967,78,533,0.9825632904414031,-0.005673313157560747,V1_INV_PI,V1,2,0,1.0,200,0.83042,0.891795,0.890886,0.60269,0.644072,0.912878,0.999284,0.0,0.033175,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:49,
414,run_1789774700_1967,78,534,0.9825632904414031,-0.0061177645033949814,V1_INV_PI,V1,2,0,1.0,200,0.83042,0.891792,0.890896,0.60269,0.644065,0.912878,0.999284,0.0,0.033184,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:49,
415,run_1789774700_1967,78,535,0.9826997531744478,-0.005969095695333598,V1_INV_PI,V1,2,0,1.0,200,0.830422,0.891795,0.8909,0.602689,0.644073,0.912879,0.999284,0.0,0.033208,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:49,
416,run_1789774700_1967,79,536,0.983461206419496,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.830401,0.891771,0.890866,0.602683,0.644041,0.912853,0.999283,0.0,0.033365,0.462222,0.001111,1.0,3.9,0,0,,2026-09-19T02:38:49,
417,run_1789774700_1967,79,537,0.9827383749302382,-0.005895538830477864,V1_INV_PI,V1,2,0,1.0,200,0.830422,0.891796,0.890894,0.602688,0.644076,0.912879,0.999284,0.0,0.033214,0.461111,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:49,
418,run_1789774700_1967,79,538,0.9830997906748671,-0.005534123085848958,V1_INV_PI,V1,2,0,1.0,200,0.830427,0.891803,0.8909,0.602685,0.644093,0.912882,0.999284,0.0,0.033279,0.461111,0.001111,1.0,3.6,0,0,,2026-09-19T02:38:49,
419,run_1789774700_1967,79,539,0.9830997906748671,-0.00625695457510677,V1_INV_PI,V1,2,0,1.0,200,0.830425,0.891799,0.890905,0.602685,0.64408,0.912881,0.999284,0.0,0.033294,0.461111,0.001111,1.0,3.6,0,0,,2026-09-19T02:38:49,
420,run_1789774700_1967,79,540,0.9833553501987218,-0.005639979306623179,V1_INV_PI,V1,2,0,1.0,200,0.830399,0.891771,0.890846,0.602684,0.644044,0.912852,0.999283,0.0,0.033338,0.462222,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:49,
421,run_1789774700_1967,79,541,0.9833553501987218,-0.006151098354332549,V1_INV_PI,V1,2,0,1.0,200,0.8304,0.891768,0.890866,0.602684,0.644034,0.912852,0.999283,0.0,0.033349,0.462222,0.001111,1.0,3.7,0,0,,2026-09-19T02:38:49,
422,run_1789774700_1967,79,542,0.9828442311510124,-0.005639979306623179,V1_INV_PI,V1,2,0,1.0,200,0.830424,0.891799,0.890892,0.602687,0.644084,0.91288,0.999284,0.0,0.03323,0.461111,0.001111,1.0,3.6,0,0,,2026-09-19T02:38:49,
423,run_1789774700_1967,79,543,0.9828442311510124,-0.006151098354332549,V1_INV_PI,V1,2,0,1.0,200,0.830422,0.891796,0.890897,0.602687,0.644075,0.91288,0.999284,0.0,0.03324,0.461111,0.001111,1.0,3.6,0,0,,2026-09-19T02:38:49,
