iter	active_frac	mean_abs_z	std_abs_z	mean_zr	mean_zi	esc_frac	driver	prime
358	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013889	1
359	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013889	0
360	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013889	0
361	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013889	0
362	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013889	0
363	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013889	0
364	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013889	0
365	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013889	0
366	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013699	1
367	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013699	0
368	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013699	0
369	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013699	0
370	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013699	0
371	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013699	0
372	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013514	1
373	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013514	0
374	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013514	0
375	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013514	0
376	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013514	0
377	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013514	0
378	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013333	1
379	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013333	0
380	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013333	0
381	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013333	0
382	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013158	1
383	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013158	0
384	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013158	0
385	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013158	0
386	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013158	0
387	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.013158	0
388	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012987	1
389	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012987	0
390	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012987	0
391	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012987	0
392	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012987	0
393	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012987	0
394	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012987	0
395	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012987	0
396	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012821	1
397	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012821	0
398	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012821	0
399	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012821	0
400	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012658	1
401	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012658	0
402	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012658	0
403	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012658	0
404	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012658	0
405	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012658	0
406	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012658	0
407	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012658	0
408	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012500	1
409	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012500	0
410	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012500	0
411	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012500	0
412	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012500	0
413	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012500	0
414	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012500	0
415	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012500	0
416	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012500	0
417	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012500	0
418	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012346	1
419	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012346	0
420	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012195	1
421	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012195	0
422	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012195	0
423	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012195	0
424	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012195	0
425	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012195	0
426	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012195	0
427	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012195	0
428	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012195	0
429	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012195	0
430	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012048	1
431	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.012048	0
432	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011905	1
433	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011905	0
434	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011905	0
435	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011905	0
436	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011905	0
437	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011905	0
438	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011765	1
439	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011765	0
440	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011765	0
441	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011765	0
442	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011628	1
443	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011628	0
444	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011628	0
445	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011628	0
446	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011628	0
447	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011628	0
448	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011494	1
449	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011494	0
450	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011494	0
451	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011494	0
452	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011494	0
453	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011494	0
454	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011494	0
455	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011494	0
456	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011364	1
457	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011364	0
458	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011364	0
459	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011364	0
460	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011236	1
461	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011236	0
462	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011111	1
463	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011111	0
464	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011111	0
465	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.011111	0
466	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	1
467	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	0
468	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	0
469	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	0
470	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	0
471	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	0
472	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	0
473	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	0
474	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	0
475	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	0
476	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	0
477	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010989	0
478	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010870	1
479	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010870	0
480	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010870	0
481	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010870	0
482	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010870	0
483	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010870	0
484	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010870	0
485	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010870	0
486	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010753	1
487	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010753	0
488	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010753	0
489	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010753	0
490	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010638	1
491	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010638	0
492	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010638	0
493	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010638	0
494	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010638	0
495	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010638	0
496	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010638	0
497	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010638	0
498	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010526	1
499	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010526	0
500	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010526	0
501	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010526	0
502	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010417	1
503	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010417	0
504	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010417	0
505	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010417	0
506	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010417	0
507	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010417	0
508	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	1
509	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	0
510	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	0
511	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	0
512	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	0
513	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	0
514	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	0
515	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	0
516	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	0
517	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	0
518	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	0
519	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010309	0
520	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010204	1
521	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010204	0
522	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	1
523	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
524	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
525	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
526	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
527	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
528	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
529	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
530	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
531	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
532	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
533	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
534	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
535	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
536	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
537	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
538	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
539	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010101	0
540	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010000	1
541	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010000	0
542	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010000	0
543	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010000	0
544	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010000	0
545	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.010000	0
546	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009901	1
547	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009901	0
548	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009901	0
549	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009901	0
550	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009901	0
551	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009901	0
552	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009901	0
553	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009901	0
554	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009901	0
555	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009901	0
556	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009804	1
557	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009804	0
558	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009804	0
559	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009804	0
560	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009804	0
561	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009804	0
562	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009709	1
563	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009709	0
564	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009709	0
565	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009709	0
566	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009709	0
567	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009709	0
568	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009615	1
569	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009615	0
570	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009524	1
571	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009524	0
572	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009524	0
573	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009524	0
574	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009524	0
575	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009524	0
576	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009434	1
577	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009434	0
578	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009434	0
579	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009434	0
580	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009434	0
581	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009434	0
582	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009434	0
583	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009434	0
584	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009434	0
585	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009434	0
586	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009346	1
587	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009346	0
588	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009346	0
589	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009346	0
590	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009346	0
591	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009346	0
592	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009259	1
593	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009259	0
594	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009259	0
595	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009259	0
596	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009259	0
597	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009259	0
598	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009174	1
599	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009174	0
600	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009091	1
601	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009091	0
602	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009091	0
603	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009091	0
604	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009091	0
605	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009091	0
606	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009009	1
607	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009009	0
608	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009009	0
609	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009009	0
610	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009009	0
611	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.009009	0
612	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008929	1
613	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008929	0
614	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008929	0
615	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008929	0
616	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008850	1
617	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008850	0
618	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	1
619	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	0
620	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	0
621	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	0
622	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	0
623	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	0
624	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	0
625	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	0
626	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	0
627	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	0
628	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	0
629	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008772	0
630	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008696	1
631	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008696	0
632	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008696	0
633	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008696	0
634	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008696	0
635	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008696	0
636	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008696	0
637	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008696	0
638	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008696	0
639	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008696	0
640	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008621	1
641	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008621	0
642	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008547	1
643	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008547	0
644	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008547	0
645	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008547	0
646	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008475	1
647	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008475	0
648	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008475	0
649	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008475	0
650	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008475	0
651	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008475	0
652	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008403	1
653	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008403	0
654	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008403	0
655	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008403	0
656	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008403	0
657	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008403	0
658	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008333	1
659	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008333	0
660	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	1
661	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	0
662	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	0
663	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	0
664	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	0
665	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	0
666	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	0
667	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	0
668	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	0
669	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	0
670	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	0
671	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008264	0
672	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008197	1
673	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008197	0
674	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008197	0
675	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008197	0
676	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008130	1
677	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008130	0
678	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008130	0
679	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008130	0
680	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008130	0
681	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008130	0
682	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008065	1
683	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008065	0
684	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008065	0
685	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008065	0
686	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008065	0
687	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008065	0
688	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008065	0
689	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008065	0
690	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008000	1
691	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008000	0
692	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008000	0
693	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008000	0
694	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008000	0
695	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008000	0
696	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008000	0
697	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008000	0
698	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008000	0
699	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.008000	0
700	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007937	1
701	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007937	0
702	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007937	0
703	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007937	0
704	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007937	0
705	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007937	0
706	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007937	0
707	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007937	0
708	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007874	1
709	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007874	0
710	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007874	0
711	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007874	0
712	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007874	0
713	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007874	0
714	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.007874	0
