1	0.830429	0.891802	0.890916	0.602684	0.644090	0.912882	0.999284	0.000000	0.033303	0.001111	7	0.461111	1.000000	3.8	0
2	0.823993	0.878550	0.874353	0.598503	0.672252	0.887078	0.996848	0.000000	0.012070	0.001111	2	0.760000	1.000000	4.0	0
3	0.846446	0.902398	0.896122	0.598961	0.738123	0.907771	0.998002	0.000000	0.025382	0.001111	2	0.666667	1.000000	3.7	0
4	0.835258	0.890715	0.886919	0.598627	0.703647	0.897400	0.997271	0.000000	0.015805	0.001111	2	0.717778	1.000000	4.8	0
5	0.857967	0.913131	0.903706	0.594349	0.784728	0.917161	0.997953	0.000000	0.024494	0.001111	1	1.000000	1.000000	3.6	0
6	0.823638	0.881486	0.893406	0.601880	0.617602	0.910110	0.998780	0.000000	0.053488	0.001111	8	0.473333	1.000000	3.6	0
7	0.827965	0.889210	0.888124	0.602546	0.636859	0.910954	0.999267	0.000000	0.037180	0.001111	7	0.472222	1.000000	3.6	0
8	0.823993	0.878550	0.874353	0.598503	0.672252	0.887078	0.996848	0.000000	0.012070	0.001111	2	0.760000	1.000000	4.1	0
9	0.832805	0.894203	0.890698	0.603482	0.654466	0.913908	0.999137	0.000000	0.022432	0.001111	8	0.445556	1.000000	5.8	0
10	0.830429	0.891802	0.890916	0.602684	0.644090	0.912882	0.999284	0.000000	0.033303	0.001111	7	0.461111	1.000000	4.0	0
11	0.830429	0.891802	0.890916	0.602684	0.644090	0.912882	0.999284	0.000000	0.033303	0.001111	7	0.461111	1.000000	3.9	0
12	0.830429	0.891802	0.890916	0.602684	0.644090	0.912882	0.999284	0.000000	0.033303	0.001111	7	0.461111	1.000000	5.7	0
